"ward","sect","block","lot","propertyAddress","lotSize","cityTax","stateTax","resCode","asOfDate","orig_lot"
"26","410","5936A","008","4207 MORAVIA ROAD",6300,"2176.06","108.42","PRINCIPAL RESIDENCE","03/25/2015","50X126"
"26","170","6340","051","364 CORNWALL ST",1577,"2439.08","121.52","PRINCIPAL RESIDENCE","03/25/2015","16.6X95"
"27","30","5642","004","6112 MOYER AVE",7092.8,"4732.04","235.76","PRINCIPAL RESIDENCE","03/25/2015","52X136.4"
"28","10","4507","054","4106 ROCKFIELD AVE",3830,"2065.91","102.93","PRINCIPAL RESIDENCE","03/25/2015","38.3X100"
"26","200","6152","013","622 N BOULDIN ST",980,"1555.62","77.50","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"26","400","5907","048","3010 CHESTERFIELD AVE",1254.4,"2319.94","115.58","PRINCIPAL RESIDENCE","03/25/2015","14X89.6"
"27","170","4778D","154","1704 MT. WASHINGTON CT U# K",1033.4,"2769.54","137.98","PRINCIPAL RESIDENCE","03/25/2015","1033.4 S.F."
"15","250","2836","002","2704 GARRISON BLVD",8628,"4003.69","199.47","PRINCIPAL RESIDENCE","03/25/2015","60X143.8"
"13","140","3533","062","821 W 35TH ST",1072,"3727.18","185.70","PRINCIPAL RESIDENCE","03/25/2015","13.4X80"
"25","30","7898","006","2037 HOLLINS FERRY ROAD",5000,"2621.17","130.59","PRINCIPAL RESIDENCE","03/25/2015","50X100"
"25","80","7231","063","1402 OLMSTEAD ST",1742.4,"2953.87","147.17","PRINCIPAL RESIDENCE","03/25/2015","0.040 ACRES"
"27","190","4747","016","2718 OAKLEY AVE",5563.56,"2317.69","115.47","PRINCIPAL RESIDENCE","03/25/2015","42.6X130.6"
"7","180","1662","020","527 N ROBINSON ST",876.68,"950.90","47.38","PRINCIPAL RESIDENCE","03/25/2015","12.4X70.7"
"12","190","3864","021","3201 SAINT PAUL ST U# 116",1824,"5575.04","277.76","PRINCIPAL RESIDENCE","03/25/2015","1824 SQ FT"
"16","30","0059","023","1809 RIGGS AVE",1184,"316.97","15.79","PRINCIPAL RESIDENCE","03/25/2015","14.8X80"
"6","100","1345","013","1524 E BALTIMORE ST",1604.58,"4988.31","248.53","PRINCIPAL RESIDENCE","03/25/2015","14.1X113.8"
"27","30","5773","020","5509 RICHARD AVE",6750,"3697.96","184.24","PRINCIPAL RESIDENCE","03/25/2015","50X135"
"15","240","3100Q","037","4022 ANNELLEN ROAD",2094.4,"2959.11","147.43","PRINCIPAL RESIDENCE","03/25/2015","22X95.2"
"27","30","5695D","012","6140 FAIRDEL AVE",5256,"3428.20","170.80","PRINCIPAL RESIDENCE","03/25/2015","45X116.8"
"27","90","5267O","246","1601 PENTWOOD ROAD",6165.44,"2717.83","135.41","PRINCIPAL RESIDENCE","03/25/2015","53.10X116.11"
"27","220","4203","187","3410 HATTON ROAD",3250.5,"3295.57","164.19","PRINCIPAL RESIDENCE","03/25/2015","33X98.5"
"25","60","7067","027","427 MAUDE AVE",1824,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","19X96"
"27","190","4793","029","4808 LAUREL AVE",10200,"1926.54","95.98","PRINCIPAL RESIDENCE","03/25/2015","50X204"
"22","110","0907","011","821 WILLIAM ST",1256,"6993.53","348.43","PRINCIPAL RESIDENCE","03/25/2015","15.7X80"
"27","540","5131","008","6008 CLEARSPRING ROAD",10500,"3097.74","154.34","PRINCIPAL RESIDENCE","03/25/2015","70X150"
"27","160","4912","096","1040 DEER RIDGE DR U# 518",1879,"3821.60","190.40","PRINCIPAL RESIDENCE","03/25/2015","1879 S.F."
"11","10","0484","433","1209 N CHARLES ST U# S-29",24,"22.48","1.12","PRINCIPAL RESIDENCE","03/25/2015","24 SQ FT"
"27","10","4153","052","2837 BRENDAN AVE",2003.36,"2182.81","108.75","PRINCIPAL RESIDENCE","03/25/2015","15.2X131.8"
"27","20","5854C","017","3813 WOODLEA AVE",7000,"3180.92","158.48","PRINCIPAL RESIDENCE","03/25/2015","50X140"
"9","190","3988","017","1303 E 35TH ST",4152,"2985.34","148.74","PRINCIPAL RESIDENCE","03/25/2015","34.6X120"
"6","170","1730","033","10 N POTOMAC ST",917,"3706.95","184.69","PRINCIPAL RESIDENCE","03/25/2015","13.10X70"
"26","230","6005C","040","5704 ANTHONY AVE",16676.8,"2771.78","138.10","PRINCIPAL RESIDENCE","03/25/2015","70.1X237.9"
"27","220","4388","080","6302 LINCOLN AVE",9350,"6825.67","340.07","PRINCIPAL RESIDENCE","03/25/2015","85X110"
"27","560","5138A","758","901 DARTMOUTHGLEN WAY",1568.16,"3644.01","181.55","PRINCIPAL RESIDENCE","03/25/2015","0.036 ACRES"
"27","10","5898C","005","3409 PARKSIDE DR",6150,"3394.48","169.12","PRINCIPAL RESIDENCE","03/25/2015","50X123"
"27","570","5129A","121","6125 PARKWAY DR",2236,"3010.07","149.97","PRINCIPAL RESIDENCE","03/25/2015","20X111.8"
"8","160","1476B","051","2838 E FEDERAL ST",1710,"2127.35","105.99","PRINCIPAL RESIDENCE","03/25/2015","19X90"
"11","50","0419","036","252 WAXTER WAY",1919.4,"7535.30","375.42","PRINCIPAL RESIDENCE","03/25/2015","21X91.4"
"1","130","1843A","038","612 S ELLWOOD AVE",966,"3670.98","182.90","PRINCIPAL RESIDENCE","03/25/2015","13.8X70"
"15","270","3070","015","3221 POWHATAN AVE",7000,"5129.94","255.58","PRINCIPAL RESIDENCE","03/25/2015","50X140"
"15","280","2824","003","2506 ROSLYN AVE",8190,"4056.13","202.08","PRINCIPAL RESIDENCE","03/25/2015","63X130"
"15","360","2302","001","1737 N BENTALOU ST",1659,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","15.8X105"
"27","270","5396A","005","2523 HAMILTON AVE",9291.2,"3383.24","168.56","PRINCIPAL RESIDENCE","03/25/2015","65.11X142.7"
"13","140","3534","072","724 W 34TH ST",1507.65,"3086.50","153.78","PRINCIPAL RESIDENCE","03/25/2015","13.11X115"
"27","420","3973C","030","735 SPRINGFIELD AVE",1843,"1699.49","84.67","PRINCIPAL RESIDENCE","03/25/2015","19X97"
"28","20","8274","036","5305 HADDON AVE",6360,"2695.35","134.29","PRINCIPAL RESIDENCE","03/25/2015","53X120"
"28","50","8033","016","407 KINGSTON ROAD",5382,"3061.78","152.54","PRINCIPAL RESIDENCE","03/25/2015","46X117"
"27","480","5177","009","907 BEAUMONT AVE",7000,"2810.00","140.00","PRINCIPAL RESIDENCE","03/25/2015","50X140"
"15","190","3264","005","2609 W FOREST PARK AVE",1900,"2240.51","111.63","PRINCIPAL RESIDENCE","03/25/2015","20X95"
"25","40","7492C","189","2565 SOUTHDENE AVE",1599.6,"2488.54","123.98","PRINCIPAL RESIDENCE","03/25/2015","12.9X124"
"15","280","2829","004","2506 ELSINORE AVE",8694,"3723.43","185.51","PRINCIPAL RESIDENCE","03/25/2015","60X144.9"
"12","10","3714","001","4000 GREENWAY",65243.9,"22565.42","1124.26","PRINCIPAL RESIDENCE","03/25/2015","210.6X309.8"
"20","30","2299D","004","306 ALLENDALE ST",1674,"1906.30","94.98","PRINCIPAL RESIDENCE","03/25/2015","18.6X90"
"26","290","6112","064","3906 LYNDALE AVE",1760,"1744.45","86.91","PRINCIPAL RESIDENCE","03/25/2015","16X110"
"13","80","3418A","054","2549 MCCULLOH ST",1500,"2606.94","129.88","PRINCIPAL RESIDENCE","03/25/2015","15X100"
"16","250","2350","066","2328 CALVERTON HEIGHTS AVE",1513.2,"1440.97","71.79","PRINCIPAL RESIDENCE","03/25/2015","15.6X97"
"13","150","3575D","014","4228 ELSA TERR",1566.53,"3253.60","162.10","PRINCIPAL RESIDENCE","03/25/2015","16.1X97.3"
"28","10","4502","032A","5412 FAIRLAWN AVE",1520,"2416.60","120.40","PRINCIPAL RESIDENCE","03/25/2015","19X80"
"27","320","5423","034","6229 CATALPHA ROAD",6144.77,"2630.16","131.04","PRINCIPAL RESIDENCE","03/25/2015","55.11X111.5"
"27","170","4673A","054","5712 RANNY ROAD",3565,"4046.40","201.60","PRINCIPAL RESIDENCE","03/25/2015","31X115"
"27","100","5261","018","5620 SAGRA ROAD",1992,"2432.34","121.18","PRINCIPAL RESIDENCE","03/25/2015","20X99.6"
"27","40","5603","018","6303 EVERALL AVE",7470,"3079.02","153.40","PRINCIPAL RESIDENCE","03/25/2015","45X166"
"28","20","8190","097","5569 ELDERON AVE",5362.5,"2466.06","122.86","PRINCIPAL RESIDENCE","03/25/2015","33X162.5"
"20","190","2275C","020","46 N MORLEY ST",2293.2,"1778.17","88.59","PRINCIPAL RESIDENCE","03/25/2015","21X109.2"
"3","60","1415","005","1016 FAWN ST",650,"3333.78","166.10","PRINCIPAL RESIDENCE","03/25/2015","13X50"
"27","40","5551","060","6917 HARFORD ROAD",1832,"2522.26","125.66","PRINCIPAL RESIDENCE","03/25/2015","20X91.6"
"16","220","2409B","028H","2816 BRIGHTON ST",1759.5,"1724.22","85.90","PRINCIPAL RESIDENCE","03/25/2015","20.7X85"
"27","100","5263","047","1218 WOODBOURNE AVE",4716.36,"1807.39","90.05","PRINCIPAL RESIDENCE","03/25/2015","39.6X119.1"
"15","50","2419","063","1614 SAINT STEPHENS ST",2163,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","21X103"
"9","150","3956","019","1617 E 31ST ST",1900,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","20X95"
"13","50","3228B","088","2706 PARKWOOD AVE",1125.6,"1198.18","59.70","PRINCIPAL RESIDENCE","03/25/2015","13.4X84"
"26","160","6301","013","255 S HIGHLAND AVE",1248,"2708.10","134.92","PRINCIPAL RESIDENCE","03/25/2015","15.6X80"
"27","10","4198A","016","3005 IONA TERR",6500,"4732.04","235.76","PRINCIPAL RESIDENCE","03/25/2015","50X130"
"27","660","5076B","001","300 GITTINGS AVE",15760,"11606.42","578.26","PRINCIPAL RESIDENCE","03/25/2015","98.5X160"
"26","170","6352","044","6907 E BALTIMORE ST",1429.4,"1872.58","93.30","PRINCIPAL RESIDENCE","03/25/2015","14X102.1"
"9","220","3972H","033","3913 KIMBLE ROAD",1952,"2693.85","134.21","PRINCIPAL RESIDENCE","03/25/2015","20X97.6"
"1","100","1892","066","1100 S DECKER AVE",819,"5467.14","272.38","PRINCIPAL RESIDENCE","03/25/2015","12.6X65"
"27","220","4493","093","5805 STUART AVE",9113.6,"5970.69","297.47","PRINCIPAL RESIDENCE","03/25/2015","71.2X128"
"26","170","6323","020","338 S LEHIGH ST",1104.64,"1963.25","97.81","PRINCIPAL RESIDENCE","03/25/2015","12.8X86.3"
"26","10","6759","050","1609 JOPLIN ST",1400,"2070.41","103.15","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"27","30","5628","015","6005 BURGESS AVE",5973.8,"2695.35","134.29","PRINCIPAL RESIDENCE","03/25/2015","47.6X125.5"
"15","330","3347B","011","4023 SPRUCE DR",5183.36,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","35.6X145.6"
"27","40","5570C","013","3321 ORLANDO AVE",3766.8,"3001.08","149.52","PRINCIPAL RESIDENCE","03/25/2015","29.2X129"
"27","50","5414","023A","2808 1/2 EVERGREEN AVE",4428,"2888.68","143.92","PRINCIPAL RESIDENCE","03/25/2015","32.8X135"
"27","40","5603H","045","3626 BELLEVALE AVE",5421.6,"2652.64","132.16","PRINCIPAL RESIDENCE","03/25/2015","50.2X108"
"9","20","4053","093","709 VENABLE AVE",1581,"2400.86","119.62","PRINCIPAL RESIDENCE","03/25/2015","18.6X85"
"13","30","3525B","030","1428 MILL RACE ROAD",1076.1,"2587.45","128.91","PRINCIPAL RESIDENCE","03/25/2015","21.10X51"
"27","190","4747","061P","2730 W GARRISON AVE",4947.07,"1818.63","90.61","PRINCIPAL RESIDENCE","03/25/2015","36.11X137"
"9","200","4059","046","632 MCKEWIN AVE",1274,"2445.82","121.86","PRINCIPAL RESIDENCE","03/25/2015","14X91"
"26","290","6109","091","3582 DUDLEY AVE",1760,"1744.45","86.91","PRINCIPAL RESIDENCE","03/25/2015","16X110"
"28","40","8393G","065","4724 NORFOLK AVE",11482.3,"4801.73","239.23","PRINCIPAL RESIDENCE","03/25/2015","145.9X78.7"
"9","240","3970F","184","1524 UPSHIRE ROAD",2000,"3053.53","152.13","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"16","200","2443B","005","2908 ELLICOTT DRIVEWAY",1219.54,"1384.77","68.99","PRINCIPAL RESIDENCE","03/25/2015","14X87.11"
"27","590","5210C","140","6304 FALKIRK ROAD",2283.8,"2472.80","123.20","PRINCIPAL RESIDENCE","03/25/2015","19X120.2"
"15","250","2752","036","3908 WOODHAVEN AVE",1883.2,"1908.55","95.09","PRINCIPAL RESIDENCE","03/25/2015","16X117.7"
"9","130","4013A","038","2027 CECIL AVE",1260,"509.55","25.39","PRINCIPAL RESIDENCE","03/25/2015","14X90"
"27","270","5396A","040","5306 HAMLET AVE",5750,"2762.79","137.65","PRINCIPAL RESIDENCE","03/25/2015","50X115"
"16","50","0058","079","1000 APPLETON ST",1088,"269.76","13.44","PRINCIPAL RESIDENCE","03/25/2015","13.6X80"
"8","40","1101","078","1818 N DALLAS ST",636,"217.31","10.83","PRINCIPAL RESIDENCE","03/25/2015","12X53"
"18","60","0218","034","29 S ARLINGTON AVE",855.44,"517.04","25.76","PRINCIPAL RESIDENCE","03/25/2015","13.6X62.9"
"9","210","3980","015","3700 YOLANDO ROAD",2000.8,"2908.91","144.93","PRINCIPAL RESIDENCE","03/25/2015","20.5X97.6"
"27","40","5545","039","3109 ROSALIE AVE",7500,"3758.66","187.26","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"12","160","3839","027","2631 SAINT PAUL ST",1968,"6152.78","306.54","PRINCIPAL RESIDENCE","03/25/2015","16X123"
"13","140","3534","069","718 W 34TH ST",1507.65,"3059.53","152.43","PRINCIPAL RESIDENCE","03/25/2015","13.11X115"
"6","10","1694","043","202 N LINWOOD AVE",980,"4803.98","239.34","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"1","40","1835","016","2230 ESSEX ST",768.84,"5244.58","261.30","PRINCIPAL RESIDENCE","03/25/2015","12.9X59.6"
"22","90","0902","045","135 1/2 W MONTGOMERY ST",1100,"10646.53","530.43","PRINCIPAL RESIDENCE","03/25/2015","20X55"
"15","20","2742A","012","3921 1/2 NORFOLK AVE",2750,"2511.76","125.14","PRINCIPAL RESIDENCE","03/25/2015","25X110"
"25","10","7654A","008S","3573 BENZINGER ROAD",2440,"2778.53","138.43","PRINCIPAL RESIDENCE","03/25/2015","24.4X100"
"1","90","1883","040G","1024 S STREEPER ST",1170,"6357.34","316.74","PRINCIPAL RESIDENCE","03/25/2015","65X18"
"26","10","6727","020","6608 O'DONNELL ST",3125,"2164.08","107.82","PRINCIPAL RESIDENCE","03/25/2015","25X125"
"12","200","3879A","035","398 E 31ST ST",1500,"3097.74","154.34","PRINCIPAL RESIDENCE","03/25/2015","15X100"
"16","200","2442B","102","3239 WESTMONT AVE",1440,"1515.15","75.49","PRINCIPAL RESIDENCE","03/25/2015","16X90"
"26","280","6119","037","4334 PLAINFIELD AVE",1800,"1906.30","94.98","PRINCIPAL RESIDENCE","03/25/2015","18X100"
"27","20","5774","022","3113 GIBBONS AVE",7595,"3933.26","195.96","PRINCIPAL RESIDENCE","03/25/2015","49X155"
"27","100","5266","055","5519 LEITH ROAD",2000,"2403.11","119.73","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"26","170","6354","016","6805 BANK ST",1401.4,"1924.29","95.87","PRINCIPAL RESIDENCE","03/25/2015","14X100.1"
"28","10","4507","040B","5441 FAIRLAWN AVE",2430,"2115.37","105.39","PRINCIPAL RESIDENCE","03/25/2015","27X90"
"26","300","6132","004","3907 ELMORA AVE",1680,"1742.20","86.80","PRINCIPAL RESIDENCE","03/25/2015","16X105"
"15","220","2940","045","3820 CALLAWAY AVE",7000,"3434.94","171.14","PRINCIPAL RESIDENCE","03/25/2015","50X140"
"27","560","5138A","522","5900 NORTHWOOD DR",3045.9,"2636.90","131.38","PRINCIPAL RESIDENCE","03/25/2015","28.6X106.5"
"13","20","3565","039C","1113 W 40TH ST",1230.78,"2911.16","145.04","PRINCIPAL RESIDENCE","03/25/2015","14.6X84.3"
"12","170","3845","059","411 WHITRIDGE AVE",1041.6,"1745.95","86.99","PRINCIPAL RESIDENCE","03/25/2015","14X74.4"
"10","40","1157","092","1215 WILCOX ST",1785.96,"764.32","38.08","PRINCIPAL RESIDENCE","03/25/2015","0.041 ACRES"
"25","50","7644","047","2839 BOOKERT DR",2415.56,"2232.26","111.22","PRINCIPAL RESIDENCE","03/25/2015","14.2X170.11"
"27","430","5212B","007","501 RICHWOOD AVE",2862.3,"2801.01","139.55","PRINCIPAL RESIDENCE","03/25/2015","28.2X101.5"
"27","180","4806","027","2911 DUPONT AVE",5685.6,"1348.80","67.20","PRINCIPAL RESIDENCE","03/25/2015","46X123.6"
"27","240","5387","081","5105 HERRING RUN DR",7000,"5114.20","254.80","PRINCIPAL RESIDENCE","03/25/2015","50X140"
"28","10","4257","157","6826 FAIRLAWN AVE",1900,"2929.14","145.94","PRINCIPAL RESIDENCE","03/25/2015","19X100"
"25","10","8142","056","604 MARKHAM ROAD",1945.98,"3268.59","162.85","PRINCIPAL RESIDENCE","03/25/2015","18X108.11"
"28","10","4507","057","5400 CRISMER AVE",2270.4,"2236.76","111.44","PRINCIPAL RESIDENCE","03/25/2015","26.4X86"
"28","20","8197","005","5315 WABASH AVE",6730,"2810.00","140.00","PRINCIPAL RESIDENCE","03/25/2015","50X134.6"
"7","150","1655","054","2403 MCELDERRY ST",1393,"644.43","32.11","PRINCIPAL RESIDENCE","03/25/2015","14X99.5"
"24","80","1941","020","1631 COVINGTON ST",1008,"5503.10","274.18","PRINCIPAL RESIDENCE","03/25/2015","12.6X80"
"16","180","2505","023","713 ALLENDALE ST",1600,"1998.47","99.57","PRINCIPAL RESIDENCE","03/25/2015","20X80"
"25","10","8145","096","4831 WILLISTON ST",1800,"3223.63","160.61","PRINCIPAL RESIDENCE","03/25/2015","18X100"
"15","10","2951D","052","3764 COLUMBUS DR",1800,"2477.30","123.42","PRINCIPAL RESIDENCE","03/25/2015","18X100"
"28","20","8279","021","5306 CHANDLER AVE",4200,"1868.09","93.07","PRINCIPAL RESIDENCE","03/25/2015","35X120"
"4","110","1350","145","414 WATER ST U# 1906",630,"3596.80","179.20","PRINCIPAL RESIDENCE","03/25/2015","630 SQ FT"
"9","160","4114G","048","2626 GARRETT AVE",1342.5,"539.52","26.88","PRINCIPAL RESIDENCE","03/25/2015","17.9X75"
"28","20","8262A","005","4619 BELVIEU AVE",6250,"2380.63","118.61","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"15","360","2320A","032","1648 N BENTALOU ST",1485.4,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","14X106.10"
"9","190","3966","026","1719 E 33RD ST",2653.2,"1275.36","63.54","PRINCIPAL RESIDENCE","03/25/2015","22.11X120"
"15","270","3085","005","2733 GWYNNS FALLS PKWY",1980,"2167.81","108.00","PRINCIPAL RESIDENCE","03/25/2015","22X90"
"27","590","5210H","135","1423 MERIDENE DR",3956,"3108.24","154.86","PRINCIPAL RESIDENCE","03/25/2015","34.4X115"
"1","100","1892","050","1122 S ELLWOOD AVE",973,"3230.38","160.94","PRINCIPAL RESIDENCE","03/25/2015","13.9X70"
"26","170","6357","064","362 ELRINO ST",1520,"2542.49","126.67","PRINCIPAL RESIDENCE","03/25/2015","16X95"
"26","390","5909","010","3119 DUDLEY AVE",1638,"1917.54","95.54","PRINCIPAL RESIDENCE","03/25/2015","15.6X105"
"27","30","5674B","003B","3319 GLENMORE AVE",6362.5,"3369.75","167.89","PRINCIPAL RESIDENCE","03/25/2015","50.9X125"
"21","50","0777","080","1405 WARD ST",792,"1982.74","98.78","PRINCIPAL RESIDENCE","03/25/2015","12X66"
"27","220","4356","010","3213 PINKNEY ROAD",7274.52,"3740.67","186.37","PRINCIPAL RESIDENCE","03/25/2015","0.167 ACRES"
"26","140","6276","022","3245 E BALTIMORE ST",998.2,"4034.42","201.00","PRINCIPAL RESIDENCE","03/25/2015","14X71.3"
"26","390","5917","033","3210 RAMONA AVE",1647,"1872.58","93.30","PRINCIPAL RESIDENCE","03/25/2015","18.3X90"
"1","50","1836","080","617 S BRADFORD ST",897.6,"1461.20","72.80","PRINCIPAL RESIDENCE","03/25/2015","13.6X66"
"1","120","1871","047","831 S ELLWOOD AVE",1120,"3695.71","184.13","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"27","210","4511H","040","5448 JONQUIL AVE",1540,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","20X77"
"21","60","0790","093","1242 CLEVELAND ST",993.6,"2331.18","116.14","PRINCIPAL RESIDENCE","03/25/2015","13.8X72"
"11","10","0484","106","1209 N CHARLES ST U# 317",1817,"5732.40","285.60","PRINCIPAL RESIDENCE","03/25/2015","1817 SQ FT"
"25","10","7653C","026","923 JOH AVE",1400,"2785.27","138.77","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"25","50","7470G","087","2731 NORLAND ROAD",2294.97,"1809.64","90.16","PRINCIPAL RESIDENCE","03/25/2015","22.7X101.10"
"24","100","2018A","025","1316 E FORT AVE",1340,"4354.38","216.94","PRINCIPAL RESIDENCE","03/25/2015","13.4X100"
"27","10","5886","002","4503 ARABIA AVE",6875,"4480.26","223.22","PRINCIPAL RESIDENCE","03/25/2015","55X125"
"26","90","6446","030","708 GRUNDY ST",952,"4050.90","201.82","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"27","290","5288D","044","6214 PLYMOUTH ROAD",3682.8,"2524.50","125.78","PRINCIPAL RESIDENCE","03/25/2015","26.4X139.5"
"26","90","6445","028","716 S FAGLEY ST",768,"4014.93","200.03","PRINCIPAL RESIDENCE","03/25/2015","12X64"
"26","10","6799","009","6214 DANVILLE AVE",6250,"2852.71","142.13","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"8","10","4146","033","3602 CROSSLAND AVE",3067.68,"3787.88","188.72","PRINCIPAL RESIDENCE","03/25/2015","26.4X116.2"
"24","90","1938","009","621 E FORT AVE",1088,"4167.79","207.65","PRINCIPAL RESIDENCE","03/25/2015","13.6X80"
"27","140","4927","007","5008 BOXHILL LANE",15000,"5604.26","279.22","PRINCIPAL RESIDENCE","03/25/2015","100X150"
"21","20","0284","016","220 SCOTT ST",882.36,"4116.09","205.07","PRINCIPAL RESIDENCE","03/25/2015","17.10X51.6"
"13","50","3242","007F","2213 BRYANT AVE",1960,"974.13","48.53","PRINCIPAL RESIDENCE","03/25/2015","19.6X100"
"28","20","4502A","006","4320 HAYWARD AVE",3083.96,"1939.28","96.62","PRINCIPAL RESIDENCE","03/25/2015","32.6X94.6"
"9","150","3958","021","1819 E 31ST ST",1900,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","20X95"
"25","10","8139L","019","437 RANDOM ROAD",1806.9,"2996.58","149.30","PRINCIPAL RESIDENCE","03/25/2015","19X95.1"
"25","10","8143","059","4717 VANCOUVER ROAD",8811.24,"3264.10","162.62","PRINCIPAL RESIDENCE","03/25/2015","60.6X145.4"
"15","210","2951B","016","3622 COLUMBUS DR",2100,"2541.75","126.64","PRINCIPAL RESIDENCE","03/25/2015","20X105"
"20","220","0161","023","2014 W LEXINGTON ST",1500,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","15X100"
"25","10","8149","051","607 WARWICK ROAD",5200,"2598.69","129.47","PRINCIPAL RESIDENCE","03/25/2015","50X104"
"12","200","3856","030","3000 VINEYARD LANE",2300,"2404.62","119.80","PRINCIPAL RESIDENCE","03/25/2015","23X100"
"1","70","1838","084","614 S ROSE ST",816,"6409.05","319.31","PRINCIPAL RESIDENCE","03/25/2015","12X68"
"15","240","3100E","016","3130 SEQUOIA AVE",1615,"2645.90","131.82","PRINCIPAL RESIDENCE","03/25/2015","19X85"
"27","230","4313","016","6203 HOPETON AVE",3954.56,"2265.98","112.90","PRINCIPAL RESIDENCE","03/25/2015","33.4X118.4"
"9","210","3986H","025","3713 EDNOR ROAD",2178,"3037.05","151.31","PRINCIPAL RESIDENCE","03/25/2015","22X99"
"27","60","5370A","014","2301 ECHODALE AVE",3750,"2931.39","146.05","PRINCIPAL RESIDENCE","03/25/2015","30X125"
"27","220","4325","087","3021 FALLSTAFF ROAD U# 507B",1670,"1910.80","95.20","PRINCIPAL RESIDENCE","03/25/2015","1670 SQ FT"
"13","10","3736","001","603 W UNIVERSITY PKWY",26783.2,"12180.41","606.85","PRINCIPAL RESIDENCE","03/25/2015","159.9X167.5"
"1","60","1864","042","2405 FAIT AVE",696,"5066.99","252.45","PRINCIPAL RESIDENCE","03/25/2015","11.6X60"
"24","40","0967","085","1272 BATTERY AVE",1148,"6926.09","345.07","PRINCIPAL RESIDENCE","03/25/2015","14X82"
"25","10","8139E","005","5143 FREDERICK AVE",1620,"3102.24","154.56","PRINCIPAL RESIDENCE","03/25/2015","18X90"
